code,name,market,Industry
601918,新集能源,A,
601919,中远海控,A,
601921,浙版传媒,A,
601928,凤凰传媒,A,
601929,吉视传媒,A,
601933,永辉超市,A,
601939,建设银行,A,
601949,中国出版,A,
601952,苏垦农发,A,
601956,东贝集团,A,
601958,金钼股份,A,
601963,重庆银行,A,
601965,中国汽研,A,
601966,玲珑轮胎,A,
601968,宝钢包装,A,
601969,海南矿业,A,
601975,招商南油,A,
601985,中国核电,A,
601988,中国银行,A,
601989,中国重工,A,
601990,南京证券,A,
601991,大唐发电,A,
601992,金隅集团,A,
601995,中金公司,A,
601996,丰林集团,A,
601997,贵阳银行,A,
601998,中信银行,A,
601999,出版传媒,A,
603000,人民网,A,
603001,奥康国际,A,
603002,宏昌电子,A,
603003,*ST龙宇,A,
603004,鼎龙科技,A,
603005,晶方科技,A,
603006,联明股份,A,
603007,ST花王,A,
603008,喜临门,A,
603009,北特科技,A,
603010,万盛股份,A,
603011,合锻智能,A,
603012,创力集团,A,
603013,亚普股份,A,
603015,弘讯科技,A,
603016,新宏泰,A,
603017,中衡设计,A,
603018,华设集团,A,
603019,中科曙光,A,
603020,爱普股份,A,
603021,山东华鹏,A,
603022,新通联,A,
603023,*ST威帝,A,
603025,大豪科技,A,
603026,石大胜华,A,
603027,千禾味业,A,
603028,赛福天,A,
603029,天鹅股份,A,
603030,全筑股份,A,
603031,安孚科技,A,
603032,德新科技,A,
603033,三维股份,A,
603035,常熟汽饰,A,
603036,如通股份,A,
603037,凯众股份,A,
603038,华立股份,A,
603039,泛微网络,A,
603040,新坐标,A,
603041,美思德,A,
603042,华脉科技,A,
603043,广州酒家,A,
603045,福达合金,A,
603048,浙江黎明,A,
603050,科林电气,A,
603051,鹿山新材,A,
603052,可川科技,A,
603053,成都燃气,A,
603055,台华新材,A,
603056,德邦股份,A,
603057,紫燕食品,A,
603058,永吉股份,A,
603059,倍加洁,A,
603060,国检集团,A,
603061,金海通,A,
603062,麦加芯彩,A,
603063,禾望电气,A,
603065,宿迁联盛,A,
603066,音飞储存,A,
603067,振华股份,A,
603068,博通集成,A,
603069,海汽集团,A,
603070,万控智造,A,
603071,物产环能,A,
603072,天和磁材,A,
603073,彩蝶实业,A,
603075,热威股份,A,
603076,乐惠国际,A,
603077,和邦生物,A,
603078,江化微,A,
603079,圣达生物,A,
603080,新疆火炬,A,
603081,大丰实业,A,
603082,北自科技,A,
603083,剑桥科技,A,
603085,天成自控,A,
603086,先达股份,A,
603087,甘李药业,A,
603088,宁波精达,A,
603089,正裕工业,A,
603090,宏盛股份,A,
603091,众鑫股份,A,
603093,南华期货,A,
603095,越剑智能,A,
603096,新经典,A,
603097,江苏华辰,A,
603098,森特股份,A,
603099,长白山,A,
603100,川仪股份,A,
603101,汇嘉时代,A,
603102,百合股份,A,
603103,横店影视,A,
603105,芯能科技,A,
603106,恒银科技,A,
603107,上海汽配,A,
603108,润达医疗,A,
603109,神驰机电,A,
603110,东方材料,A,
603111,康尼机电,A,
603112,华翔股份,A,
603113,金能科技,A,
603115,海星股份,A,
603116,红蜻蜓,A,
603117,万林物流,A,
603118,共进股份,A,
603119,浙江荣泰,A,
603121,华培动力,A,
603122,合富中国,A,
603123,翠微股份,A,
603124,江南新材,A,
603125,常青科技,A,
603126,中材节能,A,
603127,昭衍新药,A,
603128,华贸物流,A,
603129,春风动力,A,
603130,云中马,A,
603131,上海沪工,A,
603132,金徽股份,A,
603135,中重科技,A,
603136,天目湖,A,
603137,恒尚节能,A,
603138,海量数据,A,
603139,康惠制药,A,
603150,万朗磁塑,A,
603151,邦基科技,A,
603153,上海建科,A,
603155,新亚强,A,
603156,养元饮品,A,
603158,腾龙股份,A,
603159,上海亚虹,A,
603160,汇顶科技,A,
603161,科华控股,A,
603162,海通发展,A,
603163,圣晖集成,A,
603165,荣晟环保,A,
603166,福达股份,A,
603167,渤海轮渡,A,
603168,莎普爱思,A,
603169,兰石重装,A,
603170,宝立食品,A,
603171,税友股份,A,
603172,万丰股份,A,
603173,福斯达,A,
603176,汇通集团,A,
603177,德创环保,A,
603178,圣龙股份,A,
603179,新泉股份,A,
603180,金牌家居,A,
603181,皇马科技,A,
603182,嘉华股份,A,
603183,建研院,A,
603185,弘元绿能,A,
603186,华正新材,A,
603187,海容冷链,A,
603188,亚邦股份,A,
603189,网达软件,A,
603190,亚通精工,A,
603191,望变电气,A,
603192,汇得科技,A,
603193,润本股份,A,
603194,中力股份,A,
603195,公牛集团,A,
603196,日播时尚,A,
603197,保隆科技,A,
603198,迎驾贡酒,A,
603199,九华旅游,A,
603200,上海洗霸,A,
603201,常润股份,A,
603203,快克智能,A,
603205,健尔康,A,
603206,嘉环科技,A,
603207,小方制药,A,
603208,江山欧派,A,
603209,兴通股份,A,
603210,C泰鸿,A,
603211,晋拓股份,A,
603212,赛伍技术,A,
603213,镇洋发展,A,
603214,爱婴室,A,
603215,比依股份,A,
603216,梦天家居,A,
603217,元利科技,A,
603218,日月股份,A,
603219,富佳股份,A,
603220,中贝通信,A,
603221,爱丽家居,A,
603222,济民健康,A,
603223,恒通股份,A,
603225,新凤鸣,A,
603226,菲林格尔,A,
603227,雪峰科技,A,
603228,景旺电子,A,
603229,奥翔药业,A,
603230,内蒙新华,A,
603231,索宝蛋白,A,
603232,格尔软件,A,
603233,大参林,A,
603235,天新药业,A,
603236,移远通信,A,
603237,五芳斋,A,
603238,诺邦股份,A,
603239,浙江仙通,A,
603255,鼎际得,A,
603256,宏和科技,A,
603257,C瑞林,A,
603258,电魂网络,A,
603259,药明康德,A,
603260,合盛硅业,A,
603261,立航科技,A,
603266,天龙股份,A,
603267,鸿远电子,A,
603268,松发股份,A,
603269,海鸥股份,A,
603270,金帝股份,A,
603271,永杰新材,A,
603272,联翔股份,A,
603273,天元智能,A,
603275,众辰科技,A,
603276,恒兴新材,A,
603277,银都股份,A,
603278,大业股份,A,
603279,景津装备,A,
603280,南方路机,A,
603281,江瀚新材,A,
603282,亚光股份,A,
603283,赛腾股份,A,
603285,键邦股份,A,
603286,日盈电子,A,
603288,海天味业,A,
603289,泰瑞机器,A,
603290,斯达半导,A,
603291,联合水务,A,
603296,华勤技术,A,
603297,永新光学,A,
603298,杭叉集团,A,
603299,苏盐井神,A,
603300,海南华铁,A,
603301,振德医疗,A,
603303,得邦照明,A,
603305,旭升集团,A,
603306,华懋科技,A,
603307,扬州金泉,A,
603308,应流股份,A,
603309,维力医疗,A,
603310,巍华新材,A,
603311,金海高科,A,
603312,西典新能,A,
603313,梦百合,A,
603315,福鞍股份,A,
603316,诚邦股份,A,
603317,天味食品,A,
603318,水发燃气,A,
603319,美湖股份,A,
603320,迪贝电气,A,
603321,梅轮电梯,A,
603322,超讯通信,A,
603323,苏农银行,A,
603324,盛剑科技,A,
603325,博隆技术,A,
603326,我乐家居,A,
603327,福蓉科技,A,
603328,依顿电子,A,
603329,上海雅仕,A,
603330,天洋新材,A,
603331,百达精工,A,
603332,苏州龙杰,A,
603333,尚纬股份,A,
603335,迪生力,A,
603336,宏辉果蔬,A,
603337,杰克股份,A,
603338,浙江鼎力,A,
603339,四方科技,A,
603341,龙旗科技,A,
603344,星德胜,A,
603345,安井食品,A,
603348,文灿股份,A,
603350,安乃达,A,
603351,威尔药业,A,
603353,和顺石油,A,
603355,莱克电气,A,
603356,华菱精工,A,
603357,设计总院,A,
603358,华达科技,A,
603359,东珠生态,A,
603360,百傲化学,A,
603363,*ST傲农,A,
603365,水星家纺,A,
603366,日出东方,A,
603367,辰欣药业,A,
603368,柳药集团,A,
603369,今世缘,A,
603373,安邦护卫,A,
603375,盛景微,A,
603377,ST东时,A,
603378,亚士创能,A,
603379,三美股份,A,
603380,易德龙,A,
603381,永臻股份,A,
603383,顶点软件,A,
603385,惠达卫浴,A,
603386,骏亚科技,A,
603387,基蛋生物,A,
603388,ST元成,A,
603389,亚振家居,A,
603390,通达电气,A,
603391,力聚热能,A,
603392,万泰生物,A,
603393,新天然气,A,
603395,红四方,A,
603396,金辰股份,A,
603398,沐邦高科,A,
603399,永杉锂业,A,
603408,建霖家居,A,
603409,汇通控股,A,
603416,信捷电气,A,
603421,鼎信通讯,A,
603429,集友股份,A,
603439,贵州三力,A,
603444,吉比特,A,
603456,九洲药业,A,
603458,勘设股份,A,
603466,风语筑,A,
603477,巨星农牧,A,
603486,科沃斯,A,
603488,展鹏科技,A,
603489,八方股份,A,
603496,恒为科技,A,
603499,翔港科技,A,
603500,祥和实业,A,
603501,韦尔股份,A,
603505,金石资源,A,
603506,南都物业,A,
603507,振江股份,A,
603508,思维列控,A,
603511,爱慕股份,A,
603515,欧普照明,A,
603516,淳中科技,A,
603517,绝味食品,A,
603518,锦泓集团,A,
603519,立霸股份,A,
603520,司太立,A,
603527,众源新材,A,
603528,多伦科技,A,
603529,爱玛科技,A,
603530,神马电力,A,
603533,掌阅科技,A,
603535,嘉诚国际,A,
603536,惠发食品,A,
603538,美诺华,A,
603551,奥普科技,A,
603556,海兴电力,A,
603557,ST起步,A,
603558,健盛集团,A,
603559,*ST通脉,A,
603565,中谷物流,A,
603566,普莱柯,A,
603567,珍宝岛,A,
603568,伟明环保,A,
603569,长久物流,A,
603577,汇金通,A,
603578,三星新材,A,
603579,荣泰健康,A,
603580,艾艾精工,A,
603583,捷昌驱动,A,
603585,苏利股份,A,
603586,金麒麟,A,
603587,地素时尚,A,
603588,高能环境,A,
603589,口子窖,A,
603590,康辰药业,A,
603595,东尼电子,A,
603596,伯特利,A,
603598,引力传媒,A,
603599,广信股份,A,
603600,永艺股份,A,
603601,再升科技,A,
603602,纵横通信,A,
603605,珀莱雅,A,
603606,东方电缆,A,
603607,京华激光,A,
603608,*ST天创,A,
603609,禾丰股份,A,
603610,麒盛科技,A,
603611,诺力股份,A,
603612,索通发展,A,
603613,国联股份,A,
603615,茶花股份,A,
603616,韩建河山,A,
603617,君禾股份,A,
603618,杭电股份,A,
603619,中曼石油,A,
603626,科森科技,A,
603628,清源股份,A,
603629,利通电子,A,
603630,拉芳家化,A,
603633,徕木股份,A,
603636,南威软件,A,
603637,镇海股份,A,
603638,艾迪精密,A,
603639,海利尔,A,
603648,畅联股份,A,
603650,彤程新材,A,
603655,朗博科技,A,
603656,泰禾智能,A,
603657,春光科技,A,
603658,安图生物,A,
603659,璞泰来,A,
603660,苏州科达,A,
603661,恒林股份,A,
603662,柯力传感,A,
603663,三祥新材,A,
603665,康隆达,A,
603666,亿嘉和,A,
603667,五洲新春,A,
603668,天马科技,A,
603669,灵康药业,A,
603676,卫信康,A,
603677,奇精机械,A,
603678,火炬电子,A,
603679,华体科技,A,
603680,今创集团,A,
603681,永冠新材,A,
603682,锦和商管,A,
603683,晶华新材,A,
603685,晨丰科技,A,
603686,福龙马,A,
603687,大胜达,A,
603688,石英股份,A,
603689,皖天然气,A,
603690,至纯科技,A,
603693,江苏新能,A,
603696,安记食品,A,
603697,有友食品,A,
603698,航天工程,A,
603699,纽威股份,A,
603700,宁水集团,A,
603701,德宏股份,A,
603703,盛洋科技,A,
603706,东方环宇,A,
603707,健友股份,A,
603708,家家悦,A,
603709,中源家居,A,
603711,香飘飘,A,
603712,七一二,A,
603713,密尔克卫,A,
603716,塞力医疗,A,
603717,天域生物,A,
603718,海利生物,A,
603719,良品铺子,A,
603721,中广天择,A,
603722,阿科力,A,
603725,天安新材,A,
603726,朗迪集团,A,
603727,博迈科,A,
603728,鸣志电器,A,
603729,龙韵股份,A,
603730,岱美股份,A,
603733,仙鹤股份,A,
603737,三棵树,A,
603738,泰晶科技,A,
603739,蔚蓝生物,A,
603755,日辰股份,A,
603757,大元泵业,A,
603758,秦安股份,A,
603759,海天股份,A,
603766,隆鑫通用,A,
603767,中马传动,A,
603768,常青股份,A,
603773,沃格光电,A,
603776,永安行,A,
603777,来伊份,A,
603778,国晟科技,A,
603779,威龙股份,A,
603786,科博达,A,
603787,新日股份,A,
603788,宁波高发,A,
603789,星光农机,A,
603790,雅运股份,A,
603797,联泰环保,A,
603798,康普顿,A,
603799,华友钴业,A,
603800,洪田股份,A,
603801,志邦家居,A,
603803,瑞斯康达,A,
603806,福斯特,A,
603808,歌力思,A,
603809,豪能股份,A,
603810,丰山集团,A,
603811,诚意药业,A,
603813,原尚股份,A,
603815,交建股份,A,
603816,顾家家居,A,
603817,海峡环保,A,
603818,曲美家居,A,
603819,神力股份,A,
603822,嘉澳环保,A,
603823,百合花,A,
603825,华扬联众,A,
603826,坤彩科技,A,
603828,ST柯利达,A,
603829,洛凯股份,A,
603833,欧派家居,A,
603836,海程邦达,A,
603838,四通股份,A,
603839,安正时尚,A,
603843,正平股份,A,
603848,好太太,A,
603855,华荣股份,A,
603856,东宏股份,A,
603858,步长制药,A,
603859,能科科技,A,
603860,中公高科,A,
603861,白云电器,A,
603863,松炀资源,A,
603866,桃李面包,A,
603867,新化股份,A,
603868,飞科电器,A,
603869,ST智知,A,
603871,嘉友国际,A,
603876,鼎胜新材,A,
603877,太平鸟,A,
603878,武进不锈,A,
603879,ST永悦,A,
603880,南卫股份,A,
603881,数据港,A,
603882,金域医学,A,
603883,老百姓,A,
603885,吉祥航空,A,
603886,元祖股份,A,
603887,城地香江,A,
603888,新华网,A,
603889,新澳股份,A,
603890,春秋电子,A,
603893,瑞芯微,A,
603895,天永智能,A,
603896,寿仙谷,A,
603897,长城科技,A,
603898,好莱客,A,
603899,晨光股份,A,
603900,莱绅通灵,A,
603901,永创智能,A,
603903,中持股份,A,
603906,龙蟠科技,A,
603908,牧高笛,A,
603909,建发合诚,A,
603912,佳力图,A,
603915,国茂股份,A,
603916,苏博特,A,
603917,合力科技,A,
603918,金桥信息,A,
603919,金徽酒,A,
603920,世运电路,A,
603922,金鸿顺,A,
603926,铁流股份,A,
603927,中科软,A,
603928,兴业股份,A,
603929,亚翔集成,A,
603931,格林达,A,
603933,睿能科技,A,
603936,博敏电子,A,
603937,丽岛新材,A,
603938,三孚股份,A,
603939,益丰药房,A,
603948,建业股份,A,
603949,雪龙集团,A,
603950,长源东谷,A,
603955,大千生态,A,
603956,威派格,A,
603958,哈森股份,A,
603959,ST百利,A,
603960,克来机电,A,
603966,法兰泰克,A,
603967,中创物流,A,
603968,醋化股份,A,
603969,银龙股份,A,
603970,中农立华,A,
603976,正川股份,A,
603977,国泰集团,A,
603978,深圳新星,A,
603979,金诚信,A,
603980,吉华集团,A,
603982,泉峰汽车,A,
603983,丸美生物,A,
603985,恒润股份,A,
603986,兆易创新,A,
603987,康德莱,A,
603988,中电电机,A,
603989,艾华集团,A,
603990,麦迪科技,A,
603991,至正股份,A,
603992,松霖科技,A,
603993,洛阳钼业,A,
603995,甬金股份,A,
603997,继峰股份,A,
603998,方盛制药,A,
603999,读者传媒,A,
605001,威奥股份,A,
605003,众望布艺,A,
605005,合兴股份,A,
605006,山东玻纤,A,
605007,五洲特纸,A,
605008,长鸿高科,A,
605009,豪悦护理,A,
605011,杭州热电,A,
605016,百龙创园,A,
605018,长华集团,A,
605020,永和股份,A,
605028,世茂能源,A,
605033,美邦股份,A,
605050,福然德,A,
605055,迎丰股份,A,
605056,咸亨国际,A,
605058,澳弘电子,A,
605060,联德股份,A,
605066,天正电气,A,
605068,明新旭腾,A,
605069,正和生态,A,
605077,华康股份,A,
605080,浙江自然,A,
605081,太和水,A,
605086,龙高股份,A,
605088,冠盛股份,A,
605089,味知香,A,
605090,九丰能源,A,
605098,行动教育,A,
605099,共创草坪,A,
605100,华丰股份,A,
605108,同庆楼,A,
605111,新洁能,A,
605116,奥锐特,A,
605117,德业股份,A,
605118,力鼎光电,A,
605122,四方新材,A,
605123,派克新材,A,
605128,上海沿浦,A,
605133,嵘泰股份,A,
605136,丽人丽妆,A,
605138,盛泰集团,A,
605151,西上海,A,
605155,西大门,A,
605158,华达新材,A,
605162,新中港,A,
605166,聚合顺,A,
605167,利柏特,A,
605168,三人行,A,
605169,洪通燃气,A,
605177,东亚药业,A,
605178,时空科技,A,
605179,一鸣食品,A,
605180,华生科技,A,
605183,确成股份,A,
605186,健麾信息,A,
605188,国光连锁,A,
605189,富春染织,A,
605196,华通线缆,A,
605198,安德利,A,
605199,葫芦娃,A,
605208,永茂泰,A,
605218,伟时电子,A,
605222,起帆电缆,A,
605228,神通科技,A,
605255,天普股份,A,
605258,协和电子,A,
605259,绿田机械,A,
605266,健之佳,A,
605268,王力安防,A,
605277,新亚电子,A,
605286,同力日升,A,
605287,德才股份,A,
605288,凯迪股份,A,
605289,罗曼股份,A,
605296,神农集团,A,
605298,必得科技,A,
605299,舒华体育,A,
605300,佳禾食品,A,
605303,园林股份,A,
605305,中际联合,A,
605318,法狮龙,A,
605319,无锡振华,A,
605333,沪光股份,A,
605336,帅丰电器,A,
605337,李子园,A,
605338,巴比食品,A,
605339,南侨食品,A,
605358,立昂微,A,
605365,立达信,A,
605366,宏柏新材,A,
605368,蓝天燃气,A,
605369,拱东医疗,A,
605376,博迁新材,A,
605377,华旺科技,A,
605378,野马电池,A,
605388,均瑶健康,A,
605389,长龄液压,A,
605398,新炬网络,A,
605399,晨光新材,A,
605488,福莱新材,A,
605499,东鹏饮料,A,
605500,森林包装,A,
605507,国邦医药,A,
605555,德昌股份,A,
605566,福莱蒽特,A,
605567,春雪食品,A,
605577,龙版传媒,A,
605580,恒盛能源,A,
605588,冠石科技,A,
605589,圣泉集团,A,
605598,上海港湾,A,
605599,菜百股份,A,
688001,华兴源创,A,
688002,睿创微纳,A,
688003,天准科技,A,
688004,博汇科技,A,
688005,容百科技,A,
688006,杭可科技,A,
688007,光峰科技,A,
688008,澜起科技,A,
688009,中国通号,A,
688010,福光股份,A,
688011,新光光电,A,
688012,中微公司,A,
688013,天臣医疗,A,
688015,交控科技,A,
688016,心脉医疗,A,
688017,绿的谐波,A,
688018,乐鑫科技,A,
688019,安集科技,A,
688020,方邦股份,A,
688021,奥福环保,A,
688022,瀚川智能,A,
688023,安恒信息,A,
688025,杰普特,A,
688026,洁特生物,A,
688027,国盾量子,A,
688028,沃尔德,A,
688029,南微医学,A,
688030,山石网科,A,
688031,星环科技,A,
688032,禾迈股份,A,
688033,天宜上佳,A,
688035,德邦科技,A,
688036,传音控股,A,
688037,芯源微,A,
688038,中科通达,A,
688039,当虹科技,A,
688041,海光信息,A,
688045,必易微,A,
688046,药康生物,A,
688047,龙芯中科,A,
688048,长光华芯,A,
688049,炬芯科技,A,
688050,爱博医疗,A,
688051,佳华科技,A,
688052,纳芯微,A,
688053,思科瑞,A,
688055,龙腾光电,A,
688056,莱伯泰科,A,
688057,金达莱,A,
688058,宝兰德,A,
688059,华锐精密,A,
688060,云涌科技,A,
688061,灿瑞科技,A,
688062,迈威生物,A,
688063,派能科技,A,
